# Loads the data for the Buses and assigns the columns
param: BUS: bus_num bus_Pd:= 
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	10.601
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	47.567001
17	17	66.738998
18	18	127.612
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	33.518002
30	30	33.518002
31	31	18.184
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	10.392
42	42	10.392
43	43	20.785
44	44	20.785
45	45	138.541
46	46	0
47	47	0
48	48	0
49	49	0
50	50	0
51	51	0
52	52	0
53	53	0
54	54	0
55	55	0
56	56	0
57	57	19.917999
58	58	19.051001
59	59	0
60	60	0
61	61	0
62	62	0
63	63	32.389999
64	64	30.656
65	65	11.606
66	66	0
67	67	52.351002
68	68	0
69	69	0
70	70	0
71	71	0
72	72	0
73	73	0
74	74	0
75	75	0
76	76	0
77	77	0
78	78	0
79	79	0
80	80	0
81	81	0
82	82	0
83	83	13.859
84	84	13.685
85	85	8.658
86	86	8.658
87	87	9.613
88	88	0
89	89	0
90	90	0
91	91	0
92	92	0
93	93	8.658
94	94	0
95	95	5.972
96	96	0
97	97	7.532
98	98	0
99	99	0
100	100	0
101	101	0
102	102	0
103	103	15.68
104	104	27.191999
105	105	19.079
106	106	0
107	107	0
108	108	0
109	109	0.867
110	110	0.867
111	111	22.961
112	112	0
113	113	0
114	114	0
115	115	0
116	116	0
117	117	0
118	118	0
119	119	0
120	120	0
121	121	0
122	122	0
123	123	4.767
124	124	7.618
125	125	30.943001
126	126	46.910999
127	127	47.284
128	128	0
129	129	0
130	130	0
131	131	59.519001
132	132	28.603001
133	133	0
134	134	0
135	135	0
136	136	0
137	137	0
138	138	0
139	139	28.775999
140	140	25.334999
141	141	0
142	142	0
143	143	0
144	144	0
145	145	0
146	146	0
147	147	0
148	148	0
149	149	0
150	150	0
151	151	0
152	152	0
153	153	0
154	154	0
155	155	0
156	156	0
157	157	0
158	158	0
159	159	0
160	160	0
161	161	0
162	162	0
163	163	0
164	164	0
165	165	0
166	166	0
167	167	0
168	168	0
169	169	0
170	170	0
171	171	0
172	172	0
173	173	0
174	174	0
175	175	0
176	176	0
177	177	0
178	178	0
179	179	0
180	180	281.562988
181	181	0
182	182	0
183	183	130.011993
184	184	270.053009
185	185	311.134003
186	186	26.889
187	187	6.171
188	188	6.614
189	189	8.468
190	190	5.304
191	191	5.304
192	192	26.488001
193	193	13.244
194	194	0
195	195	7.055
196	196	5.998
197	197	5.998
198	198	10.678
199	199	1.239
200	200	0.936
201	201	4.862
202	202	15.896
203	203	9.621
204	204	0
205	205	5.998
206	206	9.708
207	207	6.345
208	208	-6.345
209	209	8.113
210	210	13.157
211	211	7.585
212	212	7.09
213	213	-1.768
214	214	10.418
215	215	5.998
216	216	7.671
217	217	5.681
218	218	10.592
219	219	2.211
220	220	2.211
221	221	3.536
222	222	5.659
223	223	16.165001
224	224	15.214
225	225	14.995
226	226	21.183001
227	227	4.862
228	228	9.881
229	229	9.534
230	230	6.614
231	231	6.882
232	232	6.882
233	233	1.595
234	234	27.000999
235	235	27.261
236	236	0.884
237	237	6.993
238	238	8.65
239	239	13.244
240	240	9.708
241	241	8.823
242	242	1.057
243	243	0
244	244	0.884
245	245	10.505
246	246	-7.055
247	247	9.708
248	248	2.652
249	249	7.939
250	250	24.017
251	251	18.531
252	252	15.472
253	253	12.889
254	254	17.214001
255	255	8.823
256	256	4.862
257	257	6.171
258	258	3.536
259	259	18.089001
260	260	9.266
261	261	6.882
262	262	0.173
263	263	4.594
264	264	6.513
265	265	10.592
266	266	7.229
267	267	8.997
268	268	12.889
269	269	13.244
270	270	3.18
271	271	3.18
272	272	8.026
273	273	11.208
274	274	22.249001
275	275	17.125999
276	276	11.36
277	277	39.192001
278	278	21.625999
279	279	21.625999
280	280	0
281	281	26.573999
282	282	11.389
283	283	14.752
284	284	2.211
285	285	7.055
286	286	25.785999
287	287	10.592
288	288	11.389
289	289	16.444
290	290	15.012
291	291	14.569
292	292	15.012
293	293	6.439
294	294	13.244
295	295	10.287
296	296	15.28
297	297	7.41
298	298	6.085
299	299	41.655998
300	300	18.531
301	301	5.446
302	302	3.298
303	303	5.533
304	304	14.611
305	305	6.592
306	306	16.718
307	307	14.057
308	308	4.465
309	309	0
310	310	0
311	311	23.365999
312	312	0
313	313	6.234
314	314	7.017
315	315	8.292
316	316	14.183
317	317	3.607
318	318	5.358
319	319	0.709
320	320	6.234
321	321	0
322	322	0
323	323	8.737
324	324	9.806
325	325	11.95
326	326	5.796
327	327	5.572
328	328	38.125
329	329	38.125
330	330	42.339001
331	331	42.339001
332	332	0
333	333	8.292
334	334	13.717
335	335	3.572
336	336	0
337	337	15.611
338	338	2.233
339	339	3.484
340	340	9.806
341	341	9.63
342	342	14.271
343	343	1.893
344	344	6.965
345	345	13.523
346	346	17.056999
347	347	7.127
348	348	1.786
349	349	17.834
350	350	17.221001
351	351	15.794
352	352	12.843
353	353	8.913
354	354	1.786
355	355	0
356	356	2.591
357	357	2.786
358	358	6.058
359	359	3.125
360	360	3.125
361	361	0
362	362	0
363	363	5.358
364	364	-2.233
365	365	29.426001
366	366	30.309999
367	367	10.524
368	368	8.913
369	369	9.806
370	370	8.756
371	371	11.717
372	372	11.233
373	373	1.961
374	374	0
375	375	0
376	376	22.028
377	377	8.02
378	378	8.378
379	379	21.844
380	380	6.681
381	381	3.751
382	382	7.127
383	383	19.611
384	384	12.485
385	385	19.165001
386	386	11.146
387	387	10.267
388	388	15.611
389	389	9.806
390	390	7.434
391	391	4.553
392	392	9.981
393	393	5.601
394	394	10.252
395	395	20.504
396	396	7.932
397	397	3.66
398	398	8.02
399	399	8.107
400	400	8.02
401	401	7.609
402	402	3.747
403	403	3.572
404	404	6.404
405	405	4.736
406	406	7.932
407	407	17.607
408	408	7.749
409	409	6.234
410	410	8.292
411	411	16.503
412	412	6.681
413	413	18.184
414	414	4.465
415	415	6.683
416	416	18.271999
417	417	2.321
418	418	12.039
419	419	12.931
420	420	3.765
421	421	8.365
422	422	12.485
423	423	16.056999
424	424	11.058
425	425	29.697001
426	426	14.717
427	427	15.794
428	428	15.611
429	429	10.786
430	430	5.716
431	431	4.416
432	432	2.951
433	433	4.553
434	434	11.654
435	435	0.534
436	436	0.446
437	437	5.823
438	438	5.446
439	439	2.321
440	440	13.824
441	441	14.542
442	442	4.29
443	443	12.039
444	444	14.096
445	445	12.931
446	446	13.115
447	447	3.572
448	448	4.193
449	449	0
450	450	0
451	451	8.02
452	452	3.572
453	453	8.02
454	454	18.718
455	455	26.754999
456	456	24.076
457	457	24.969
458	458	6.234
459	459	6.234
460	460	9.447
461	461	18.718
462	462	34.775002
463	463	24.076
464	464	18.718
465	465	20.504
466	466	6.234
